pdbid,H_H,H_C,H_N,H_O,H_S,C_H,C_C,C_N,C_O,C_S,N_H,N_C,N_N,N_O,N_S,O_H,O_C,O_N,O_O,O_S,S_H,S_C,S_N,S_O,S_S,H_P,C_P,N_P,O_P,S_P,H_F,C_F,N_F,O_F,S_F,H_I,C_I,N_I,O_I,S_I
1bhx,6680.0,4098.0,1470.0,752.0,398.0,4804.0,3019.0,1033.0,536.0,294.0,1265.0,801.0,283.0,139.0,74.0,1449.0,904.0,331.0,168.0,82.0,99.0,60.0,25.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bju,3106.0,2962.0,955.0,188.0,0.0,2159.0,2065.0,647.0,133.0,0.0,615.0,599.0,189.0,38.0,0.0,741.0,713.0,225.0,46.0,0.0,57.0,64.0,16.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bjv,3671.0,3525.0,967.0,317.0,0.0,2564.0,2463.0,661.0,223.0,0.0,717.0,699.0,192.0,66.0,0.0,867.0,841.0,230.0,77.0,0.0,69.0,76.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bm7,2967.0,4645.0,338.0,588.0,0.0,1798.0,2771.0,201.0,356.0,0.0,443.0,710.0,50.0,99.0,0.0,555.0,883.0,65.0,115.0,0.0,11.0,18.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1045.0,637.0,157.0,202.0,1.0,0.0,0.0,0.0,0.0,0.0
1bma,6511.0,5058.0,812.0,615.0,0.0,4290.0,3367.0,521.0,411.0,0.0,1208.0,953.0,147.0,109.0,0.0,1347.0,1037.0,168.0,132.0,0.0,107.0,77.0,15.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,856.0,585.0,159.0,184.0,13.0,0.0,0.0,0.0,0.0,0.0
1bn1,3093.0,2726.0,564.0,1190.0,901.0,2146.0,1862.0,412.0,865.0,649.0,550.0,477.0,119.0,238.0,183.0,489.0,425.0,105.0,224.0,159.0,13.0,12.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bn3,2670.0,3056.0,563.0,1386.0,901.0,1851.0,2137.0,415.0,987.0,643.0,485.0,561.0,116.0,269.0,187.0,423.0,495.0,104.0,250.0,160.0,11.0,13.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bn4,3071.0,2731.0,568.0,1347.0,901.0,2126.0,1845.0,410.0,970.0,647.0,557.0,472.0,119.0,260.0,182.0,485.0,423.0,106.0,246.0,160.0,13.0,12.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bnn,3202.0,3083.0,567.0,1391.0,902.0,2238.0,2138.0,417.0,1001.0,649.0,572.0,551.0,117.0,272.0,185.0,515.0,500.0,105.0,251.0,162.0,13.0,13.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bnq,4825.0,2760.0,823.0,1373.0,895.0,3414.0,1970.0,599.0,986.0,636.0,872.0,516.0,163.0,269.0,184.0,775.0,462.0,145.0,250.0,164.0,18.0,11.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bnt,3117.0,3012.0,566.0,1601.0,895.0,2160.0,2100.0,411.0,1141.0,639.0,562.0,555.0,118.0,308.0,184.0,501.0,497.0,104.0,289.0,161.0,13.0,13.0,1.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bnu,2905.0,2657.0,565.0,1447.0,1099.0,2052.0,1881.0,410.0,1047.0,787.0,547.0,492.0,120.0,292.0,217.0,480.0,442.0,105.0,269.0,193.0,12.0,11.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bnv,4207.0,3314.0,806.0,1390.0,899.0,2915.0,2315.0,591.0,992.0,641.0,766.0,614.0,164.0,266.0,187.0,664.0,542.0,145.0,250.0,162.0,15.0,14.0,2.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bnw,2412.0,2146.0,567.0,1173.0,1095.0,1719.0,1495.0,410.0,858.0,773.0,449.0,391.0,117.0,236.0,218.0,395.0,353.0,105.0,216.0,187.0,9.0,9.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bp0,2980.0,2424.0,556.0,2128.0,0.0,1996.0,1665.0,397.0,1406.0,0.0,591.0,468.0,102.0,404.0,0.0,528.0,411.0,88.0,380.0,0.0,13.0,9.0,2.0,10.0,0.0,252.0,162.0,48.0,49.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1br6,3030.0,3664.0,1730.0,767.0,0.0,1996.0,2441.0,1154.0,499.0,0.0,537.0,670.0,301.0,139.0,0.0,550.0,718.0,327.0,144.0,0.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bty,2362.0,1792.0,578.0,0.0,0.0,1584.0,1194.0,380.0,0.0,0.0,448.0,331.0,106.0,0.0,0.0,526.0,409.0,121.0,0.0,0.0,38.0,33.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bv7,10298.0,11106.0,1493.0,1488.0,417.0,6437.0,7064.0,952.0,946.0,262.0,1735.0,1932.0,264.0,243.0,74.0,1865.0,2034.0,267.0,269.0,77.0,6.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bv9,10594.0,11359.0,1519.0,1523.0,417.0,6321.0,6993.0,923.0,923.0,250.0,1788.0,1983.0,275.0,250.0,75.0,1915.0,2082.0,270.0,272.0,76.0,7.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bwa,10329.0,11116.0,1486.0,1494.0,406.0,6366.0,7007.0,929.0,925.0,248.0,1802.0,1987.0,269.0,250.0,73.0,1903.0,2074.0,270.0,269.0,74.0,6.0,6.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bwb,11188.0,12258.0,1883.0,1477.0,0.0,6899.0,7713.0,1160.0,924.0,0.0,1940.0,2162.0,340.0,249.0,0.0,2089.0,2286.0,350.0,268.0,0.0,10.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bxo,10394.0,6709.0,900.0,2023.0,0.0,7081.0,4603.0,608.0,1407.0,0.0,1840.0,1192.0,150.0,343.0,0.0,2695.0,1747.0,234.0,506.0,0.0,3.0,0.0,0.0,0.0,0.0,270.0,180.0,46.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bxq,10577.0,6571.0,922.0,2086.0,0.0,7238.0,4525.0,628.0,1461.0,0.0,1880.0,1173.0,153.0,354.0,0.0,2738.0,1713.0,242.0,521.0,0.0,3.0,1.0,0.0,0.0,0.0,269.0,185.0,47.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bxr,4173.0,3192.0,1882.0,3906.0,0.0,2604.0,1999.0,1202.0,2422.0,0.0,794.0,602.0,342.0,792.0,0.0,863.0,673.0,379.0,861.0,0.0,31.0,22.0,14.0,36.0,0.0,965.0,597.0,198.0,218.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1bzc,2165.0,3173.0,248.0,1417.0,0.0,1289.0,1918.0,138.0,868.0,0.0,447.0,688.0,49.0,278.0,0.0,389.0,607.0,44.0,250.0,0.0,17.0,31.0,1.0,15.0,0.0,311.0,200.0,66.0,60.0,3.0,565.0,357.0,117.0,98.0,4.0,0.0,0.0,0.0,0.0,0.0
1bzj,1375.0,2747.0,0.0,1297.0,0.0,848.0,1703.0,0.0,804.0,0.0,306.0,609.0,0.0,259.0,0.0,263.0,537.0,0.0,225.0,0.0,13.0,26.0,0.0,15.0,0.0,317.0,199.0,63.0,59.0,5.0,567.0,358.0,111.0,100.0,3.0,0.0,0.0,0.0,0.0,0.0
1bzy,5143.0,3718.0,1661.0,2257.0,0.0,3230.0,2370.0,1056.0,1410.0,0.0,833.0,617.0,270.0,362.0,0.0,931.0,698.0,323.0,425.0,0.0,20.0,9.0,3.0,8.0,0.0,303.0,187.0,47.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c1r,3154.0,3226.0,1257.0,0.0,0.0,2170.0,2246.0,875.0,0.0,0.0,617.0,630.0,253.0,0.0,0.0,736.0,785.0,305.0,0.0,0.0,69.0,72.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c1u,3519.0,3717.0,1391.0,0.0,0.0,2491.0,2586.0,978.0,0.0,0.0,665.0,708.0,267.0,0.0,0.0,798.0,846.0,321.0,0.0,0.0,63.0,68.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c1v,4032.0,3795.0,1738.0,0.0,0.0,2833.0,2677.0,1240.0,0.0,0.0,770.0,739.0,341.0,0.0,0.0,896.0,859.0,398.0,0.0,0.0,72.0,70.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c3x,1206.0,1436.0,1461.0,297.0,0.0,822.0,973.0,985.0,200.0,0.0,223.0,262.0,261.0,53.0,0.0,250.0,282.0,287.0,61.0,0.0,9.0,10.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247.0,164.0,47.0,52.0,2.0
1c4u,6818.0,4995.0,1362.0,962.0,173.0,4902.0,3636.0,986.0,682.0,118.0,1281.0,946.0,260.0,182.0,33.0,1512.0,1093.0,307.0,204.0,34.0,101.0,70.0,24.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c5c,2160.0,3233.0,222.0,1871.0,561.0,1587.0,2388.0,160.0,1343.0,410.0,396.0,587.0,40.0,333.0,104.0,342.0,510.0,36.0,293.0,90.0,8.0,12.0,0.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c5n,1993.0,2125.0,551.0,0.0,273.0,1409.0,1479.0,378.0,0.0,197.0,382.0,411.0,104.0,0.0,54.0,452.0,485.0,122.0,0.0,65.0,33.0,36.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,126.0,37.0,45.0,3.0
1c5o,2350.0,1808.0,558.0,0.0,0.0,1677.0,1263.0,381.0,0.0,0.0,446.0,342.0,107.0,0.0,0.0,540.0,427.0,126.0,0.0,0.0,39.0,32.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c5p,2286.0,1720.0,565.0,0.0,0.0,1566.0,1178.0,376.0,0.0,0.0,443.0,331.0,107.0,0.0,0.0,517.0,403.0,121.0,0.0,0.0,37.0,32.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c5q,1918.0,1991.0,564.0,0.0,267.0,1330.0,1369.0,378.0,0.0,192.0,373.0,396.0,105.0,0.0,53.0,452.0,487.0,120.0,0.0,62.0,34.0,39.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,121.0,35.0,43.0,3.0
1c5s,2106.0,2017.0,574.0,0.0,264.0,1470.0,1378.0,377.0,0.0,191.0,417.0,390.0,108.0,0.0,51.0,499.0,490.0,123.0,0.0,61.0,37.0,38.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c5t,1877.0,1785.0,792.0,0.0,265.0,1286.0,1214.0,531.0,0.0,194.0,368.0,347.0,153.0,0.0,53.0,434.0,436.0,182.0,0.0,61.0,32.0,34.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c5x,2170.0,2319.0,621.0,0.0,306.0,1481.0,1570.0,417.0,0.0,208.0,415.0,438.0,113.0,0.0,55.0,460.0,505.0,118.0,0.0,63.0,32.0,43.0,9.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,139.0,42.0,45.0,3.0
1c5y,2126.0,2076.0,885.0,0.0,307.0,1463.0,1419.0,598.0,0.0,208.0,406.0,393.0,165.0,0.0,56.0,449.0,446.0,181.0,0.0,63.0,31.0,37.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c5z,2525.0,1936.0,612.0,0.0,0.0,1738.0,1328.0,410.0,0.0,0.0,474.0,359.0,110.0,0.0,0.0,525.0,404.0,123.0,0.0,0.0,43.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c70,13576.0,10330.0,1125.0,1411.0,0.0,8269.0,6401.0,693.0,876.0,0.0,2287.0,1782.0,189.0,242.0,0.0,2490.0,1934.0,215.0,269.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c83,1316.0,2638.0,503.0,1404.0,0.0,818.0,1643.0,314.0,901.0,0.0,287.0,581.0,107.0,293.0,0.0,247.0,524.0,91.0,269.0,0.0,13.0,25.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c84,1520.0,3089.0,276.0,1406.0,0.0,909.0,1868.0,180.0,901.0,0.0,330.0,683.0,63.0,298.0,0.0,274.0,593.0,53.0,259.0,0.0,15.0,30.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c86,1382.0,2364.0,281.0,1574.0,263.0,838.0,1467.0,179.0,1011.0,162.0,294.0,511.0,63.0,338.0,55.0,255.0,460.0,53.0,294.0,49.0,15.0,22.0,3.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c87,1411.0,2380.0,284.0,1592.0,259.0,864.0,1475.0,185.0,1014.0,162.0,313.0,521.0,60.0,339.0,56.0,263.0,473.0,53.0,298.0,50.0,16.0,22.0,3.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1c88,1747.0,2390.0,469.0,1415.0,265.0,1051.0,1488.0,290.0,912.0,165.0,389.0,544.0,104.0,303.0,59.0,316.0,472.0,85.0,273.0,50.0,18.0,24.0,5.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1cbx,3135.0,3455.0,0.0,1181.0,0.0,2179.0,2380.0,0.0,790.0,0.0,616.0,682.0,0.0,238.0,0.0,661.0,757.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1ceb,2622.0,1423.0,164.0,319.0,0.0,2018.0,1095.0,122.0,255.0,0.0,553.0,292.0,33.0,67.0,0.0,530.0,275.0,31.0,65.0,0.0,25.0,12.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1cet,3456.0,3310.0,481.0,0.0,0.0,2272.0,2137.0,317.0,0.0,0.0,496.0,489.0,69.0,0.0,0.0,552.0,550.0,78.0,0.0,0.0,17.0,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1cgl,7375.0,4917.0,802.0,1106.0,0.0,5745.0,3919.0,649.0,897.0,0.0,1567.0,1090.0,173.0,249.0,0.0,1763.0,1207.0,205.0,266.0,0.0,19.0,10.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1ciz,6339.0,6267.0,607.0,879.0,205.0,4761.0,4747.0,477.0,707.0,167.0,1197.0,1201.0,114.0,175.0,45.0,1251.0,1247.0,117.0,183.0,44.0,26.0,28.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1cnw,4654.0,3313.0,751.0,1412.0,336.0,3227.0,2278.0,520.0,982.0,241.0,819.0,612.0,144.0,254.0,67.0,749.0,546.0,127.0,244.0,60.0,23.0,15.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1cnx,4429.0,3121.0,668.0,1294.0,330.0,3065.0,2166.0,470.0,905.0,245.0,779.0,578.0,130.0,242.0,68.0,711.0,517.0,114.0,223.0,60.0,20.0,13.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1cny,4609.0,3423.0,716.0,1384.0,338.0,3128.0,2325.0,504.0,962.0,241.0,809.0,606.0,137.0,250.0,71.0,747.0,556.0,118.0,236.0,59.0,20.0,14.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1cps,4420.0,3381.0,577.0,582.0,277.0,2998.0,2313.0,380.0,392.0,178.0,874.0,679.0,109.0,123.0,54.0,918.0,734.0,126.0,129.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1ctt,4507.0,2913.0,668.0,1634.0,0.0,3095.0,1984.0,450.0,1116.0,0.0,809.0,541.0,123.0,292.0,0.0,900.0,597.0,129.0,325.0,0.0,50.0,35.0,8.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1ctu,4604.0,2976.0,677.0,1998.0,0.0,3149.0,2011.0,456.0,1363.0,0.0,837.0,554.0,118.0,355.0,0.0,910.0,586.0,128.0,395.0,0.0,49.0,35.0,7.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d09,2137.0,2109.0,355.0,2768.0,0.0,1370.0,1343.0,225.0,1732.0,0.0,456.0,468.0,76.0,610.0,0.0,425.0,436.0,73.0,545.0,0.0,1.0,0.0,0.0,0.0,0.0,358.0,221.0,76.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d2e,2196.0,2110.0,1120.0,2567.0,0.0,1400.0,1367.0,708.0,1664.0,0.0,417.0,404.0,204.0,479.0,0.0,504.0,461.0,247.0,544.0,0.0,8.0,7.0,5.0,7.0,0.0,511.0,332.0,98.0,109.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d3d,6373.0,6333.0,290.0,456.0,227.0,4685.0,4638.0,214.0,328.0,169.0,1232.0,1261.0,53.0,93.0,45.0,1419.0,1444.0,62.0,104.0,54.0,102.0,115.0,5.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d3p,6878.0,6246.0,429.0,611.0,217.0,5046.0,4580.0,315.0,461.0,156.0,1314.0,1233.0,83.0,121.0,42.0,1514.0,1432.0,100.0,137.0,53.0,104.0,114.0,8.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d4h,10774.0,10318.0,588.0,2199.0,0.0,6491.0,6301.0,361.0,1354.0,0.0,1807.0,1771.0,98.0,368.0,0.0,1949.0,1858.0,117.0,396.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d4i,11249.0,10863.0,585.0,2133.0,0.0,6796.0,6630.0,362.0,1314.0,0.0,1902.0,1874.0,98.0,356.0,0.0,2019.0,1949.0,112.0,387.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d4j,10123.0,10508.0,583.0,2191.0,0.0,6116.0,6408.0,356.0,1352.0,0.0,1692.0,1795.0,100.0,372.0,0.0,1835.0,1895.0,112.0,395.0,0.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,235.0,142.0,34.0,38.0,1.0,0.0,0.0,0.0,0.0,0.0
1d4k,14045.0,10492.0,1092.0,1590.0,0.0,8559.0,6450.0,676.0,969.0,0.0,2361.0,1804.0,178.0,274.0,0.0,2527.0,1908.0,204.0,297.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d4l,12953.0,8701.0,1160.0,1676.0,292.0,7884.0,5393.0,710.0,1035.0,180.0,2176.0,1501.0,203.0,290.0,50.0,2304.0,1588.0,210.0,320.0,60.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d4p,5574.0,4867.0,990.0,188.0,0.0,4093.0,3542.0,699.0,137.0,0.0,1070.0,937.0,194.0,42.0,0.0,1226.0,1088.0,232.0,44.0,0.0,87.0,75.0,16.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d4y,9287.0,8550.0,537.0,1422.0,252.0,5720.0,5265.0,321.0,889.0,150.0,1565.0,1474.0,93.0,243.0,43.0,1709.0,1587.0,96.0,267.0,42.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,661.0,414.0,117.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0
1d6v,6249.0,5679.0,149.0,644.0,0.0,5128.0,4686.0,136.0,544.0,0.0,1163.0,1074.0,29.0,125.0,0.0,1315.0,1209.0,39.0,150.0,0.0,17.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d6w,6532.0,5300.0,1662.0,915.0,173.0,4693.0,3878.0,1172.0,660.0,120.0,1226.0,998.0,317.0,172.0,32.0,1416.0,1167.0,368.0,201.0,34.0,93.0,79.0,30.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d7i,1901.0,733.0,0.0,240.0,507.0,1376.0,524.0,0.0,180.0,365.0,303.0,115.0,0.0,39.0,80.0,308.0,119.0,0.0,41.0,85.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d7j,2133.0,1056.0,0.0,501.0,0.0,1510.0,755.0,0.0,363.0,0.0,333.0,172.0,0.0,79.0,0.0,344.0,176.0,0.0,86.0,0.0,4.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1d9i,6839.0,4767.0,1074.0,911.0,178.0,4878.0,3459.0,768.0,648.0,118.0,1292.0,913.0,206.0,169.0,32.0,1499.0,1031.0,239.0,193.0,34.0,100.0,66.0,20.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1dar,1970.0,1917.0,1076.0,1991.0,0.0,1166.0,1165.0,670.0,1182.0,0.0,349.0,347.0,203.0,347.0,0.0,426.0,411.0,239.0,415.0,0.0,3.0,5.0,4.0,1.0,0.0,363.0,211.0,63.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1det,1580.0,1454.0,808.0,841.0,0.0,1228.0,1115.0,628.0,652.0,0.0,331.0,298.0,166.0,179.0,0.0,327.0,287.0,165.0,173.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,63.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1df8,4227.0,2803.0,561.0,743.0,324.0,3070.0,2045.0,435.0,545.0,230.0,811.0,540.0,105.0,143.0,57.0,866.0,582.0,119.0,156.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1dgm,3528.0,2699.0,1307.0,1144.0,0.0,2257.0,1746.0,846.0,728.0,0.0,624.0,493.0,241.0,201.0,0.0,732.0,584.0,279.0,223.0,0.0,36.0,29.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1dhi,5018.0,4983.0,2383.0,908.0,0.0,3196.0,3202.0,1559.0,545.0,0.0,845.0,838.0,370.0,167.0,0.0,799.0,786.0,359.0,134.0,0.0,32.0,31.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
